transaction_id,account_age,transaction_amount,transaction_type,location,is_fraud
TX75,129.0,172.2032891449042,transferência,online,0
TX76,,3.5349655246975606,transferência,fisico,0
TX77,121.0,194.38939189523563,saque,fisico,0
TX78,158.0,111.27878911495384,saque,online,1
TX79,220.0,108.81259142172117,transferência,online,0
TX80,229.0,147.71529267805153,saque,online,0
TX81,88.0,99.3554845783936,compra,online,0
TX82,210.0,12.932123579504495,compra,fisico,1
TX83,197.0,11.82358567535277,compra,fisico,1
TX84,80.0,79.22187312195395,transferência,fisico,0
TX85,199.0,49.24112878641163,saque,fisico,0
TX86,,217.720270480442,compra,fisico,0
TX87,79.0,38.957514258155534,transferência,fisico,1
TX88,205.0,258.8902017138408,compra,online,1
TX89,113.0,356.19578405955014,compra,online,0
TX90,117.0,78.62788239339848,transferência,fisico,0
TX91,178.0,333.00670837769565,transferência,online,0
TX92,156.0,276.4140470900399,compra,fisico,0
TX93,196.0,1.7557396311310611,compra,online,0
TX94,6.0,336.1947706642324,saque,online,0
TX95,192.0,223.23081688058602,saque,fisico,1
TX96,2.0,160.33692035767834,compra,fisico,1
TX97,40.0,26.056057539067684,transferência,online,0
TX98,19.0,78.94405598339344,transferência,fisico,1
TX99,81.0,10.608100774557133,saque,fisico,0
TX100,175.0,240.63057148714174,transferência,fisico,0
TX101,133.0,209.69202452726879,transferência,online,1
TX102,,86.15677152004208,transferência,fisico,0
TX103,113.0,815.1340607874267,transferência,fisico,1
TX104,10.0,773.692595702735,saque,fisico,0
TX105,175.0,305.97470671091037,saque,fisico,0
TX106,89.0,,compra,online,1
TX107,135.0,12.018128908263797,transferência,fisico,0
TX108,57.0,133.03949941737798,compra,fisico,1
TX109,47.0,201.87772601128518,compra,online,0
TX110,159.0,,compra,fisico,0
TX111,199.0,50.727670147724815,transferência,fisico,1
TX112,86.0,69.39275646483162,saque,online,0
TX113,85.0,265.36747739849795,saque,online,0
TX114,49.0,89.85737116900495,transferência,online,0
TX115,45.0,573.149507885828,saque,fisico,1
TX116,218.0,91.60827478170545,compra,fisico,1
TX117,36.0,147.34564168379342,transferência,fisico,0
TX118,71.0,263.6764800834011,transferência,online,0
TX119,135.0,471.19748771698397,transferência,fisico,0
TX120,74.0,536.800111329414,transferência,online,0
TX121,152.0,47.204863465084806,compra,fisico,0
TX122,37.0,370.1658210588135,saque,fisico,1
TX123,141.0,,transferência,online,0
TX124,8.0,127.33135641717124,saque,online,1
TX125,10.0,80.95283886762552,compra,fisico,1
TX126,189.0,30.911849842969968,compra,online,1
TX127,149.0,233.99174597155775,compra,fisico,0
TX128,214.0,2.3960538310898474,transferência,fisico,1
TX129,125.0,445.9556432827955,compra,online,1
TX130,27.0,15.609311889719871,transferência,online,0
TX131,53.0,278.39573913010423,saque,fisico,1
TX132,233.0,633.7129169393153,transferência,fisico,0
TX133,143.0,25.594821600776914,compra,online,1
TX134,212.0,66.89383282429188,compra,online,0
TX135,147.0,229.0215536760495,saque,online,0
TX136,230.0,294.97445618261315,compra,fisico,0
TX137,116.0,14.70977145225308,saque,fisico,1
TX138,176.0,291.48819647966883,transferência,fisico,0
TX139,215.0,153.52771732550414,compra,fisico,0
TX140,19.0,466.88764533890935,transferência,fisico,1
TX141,47.0,62.15542785157151,transferência,fisico,0
TX142,217.0,1.601038067984593,compra,fisico,1
TX143,202.0,132.0326006853381,saque,fisico,0
TX144,28.0,443.4925203566002,compra,online,1
TX145,47.0,97.48385859788037,transferência,fisico,1
TX146,190.0,665.6691706302623,transferência,online,1
TX147,211.0,1.8214483618189028,transferência,online,0
TX148,83.0,189.72144753752994,transferência,fisico,1
TX149,53.0,24.919859933467304,saque,fisico,1
TX150,33.0,186.31234029535378,compra,online,1
TX151,58.0,130.93773691529128,transferência,online,1
TX152,169.0,45.471601022635554,transferência,fisico,1
TX153,,405.43786087056463,transferência,fisico,0
TX154,143.0,11.281804031716302,compra,fisico,0
TX155,124.0,20.129340710454173,transferência,fisico,1
TX156,227.0,244.41838989747242,saque,online,0
TX157,186.0,7.240303194027733,saque,fisico,1
TX158,72.0,12.545926045917662,compra,online,0
TX159,102.0,273.2107113222429,saque,online,1
TX160,30.0,55.1567759958124,compra,online,1
TX161,160.0,707.8421717768525,transferência,online,0
TX162,233.0,375.8221421135548,saque,fisico,1
TX163,24.0,87.40745175884558,saque,online,1
TX164,97.0,118.25335005802597,compra,online,0
TX165,164.0,39.133647439128275,saque,fisico,1
TX166,49.0,64.34078893179444,compra,fisico,0
TX167,213.0,567.0941271644792,transferência,online,0
TX168,,217.444122983429,compra,fisico,0
TX169,152.0,222.38764666429844,saque,online,1
TX170,3.0,666.7787123432206,saque,fisico,1
TX171,45.0,100.54370863218574,compra,online,1
TX172,209.0,437.9977978118376,saque,online,0
TX173,161.0,3.5131901620832706,transferência,online,0
TX174,90.0,19.41657323509566,saque,fisico,0
TX175,103.0,58.81726496984578,compra,online,0
TX176,4.0,359.0879421209874,saque,online,1
TX177,10.0,54.16539361668507,compra,fisico,1
TX178,28.0,46.343389783557676,saque,fisico,1
TX179,151.0,65.0239778617595,compra,fisico,0
TX180,229.0,105.06616225646972,transferência,fisico,0
TX181,,35.054448184177666,saque,online,0
TX182,170.0,190.80296646702303,compra,fisico,0
TX183,62.0,377.801473393319,compra,fisico,0
TX184,180.0,118.84661555014537,saque,online,0
TX185,134.0,84.81146157637276,transferência,fisico,1
TX186,174.0,221.66188514862912,saque,fisico,1
TX187,40.0,19.580639299332443,transferência,online,0
TX188,162.0,414.61766623827305,compra,fisico,0
TX189,20.0,298.72964268765713,compra,fisico,0
TX190,234.0,7.110045561625227,transferência,online,1
TX191,,211.72688018316813,saque,fisico,0
TX192,8.0,26.031864835245745,transferência,online,1
TX193,41.0,422.9223150468525,saque,online,1
TX194,33.0,14.685097416318122,transferência,online,0
TX195,214.0,,saque,fisico,0
TX196,213.0,68.30829420240836,saque,online,1
TX197,3.0,482.615178664061,compra,online,1
TX198,142.0,128.42270897098572,transferência,online,0
TX199,163.0,117.61278547657044,transferência,online,0
TX200,218.0,155.42828068081468,transferência,fisico,1
TX201,,348.465029203954,transferência,online,0
TX202,161.0,336.86351703858156,compra,online,0
TX203,3.0,896.3372545611327,saque,fisico,0
TX204,117.0,4.645288630512271,saque,fisico,0
TX205,177.0,8.677136109089457,transferência,online,1
TX206,239.0,118.91945102464871,compra,fisico,1
TX207,101.0,7.7890665604661455,saque,online,0
TX208,189.0,361.0480763316122,saque,fisico,0
TX209,104.0,129.4547515121896,transferência,online,0
TX210,162.0,44.521566830864764,transferência,online,1
TX211,65.0,54.063698684472705,saque,online,0
TX212,27.0,1154.3920623505317,saque,fisico,0
TX213,88.0,133.06960257662445,saque,online,0
TX214,165.0,88.02971892890828,saque,online,1
TX215,101.0,53.04821863663315,transferência,online,1
TX216,212.0,17.484329995506346,saque,fisico,0
TX217,55.0,24.5548596949962,transferência,fisico,0
TX218,176.0,297.4268545767299,compra,fisico,0
TX219,95.0,7.1610152986794855,compra,fisico,0
TX220,70.0,246.08158221748346,compra,fisico,0
TX221,204.0,282.786633890508,saque,fisico,0
TX222,201.0,27.05106263437949,compra,online,1
TX223,231.0,335.4789851261782,transferência,online,1
TX224,139.0,11.219023887030495,transferência,fisico,1
TX225,212.0,587.8083332013153,saque,online,1
TX226,6.0,28.950792917390867,compra,fisico,1
TX227,150.0,25.63437620905699,transferência,online,0
TX228,220.0,65.14550872202676,compra,online,0
TX229,229.0,98.15160020439853,saque,online,1
TX230,101.0,0.8124599805577247,saque,online,1
TX231,234.0,214.9921980294627,transferência,online,0
TX232,38.0,697.6786162629462,compra,fisico,0
TX233,30.0,99.13160420551336,saque,online,0
TX234,110.0,607.6550000691017,transferência,online,0
TX235,64.0,35.27078435985974,saque,online,0
TX236,150.0,,saque,online,0
TX237,148.0,126.15760027470118,transferência,online,0
TX238,115.0,307.56453927704285,transferência,online,1
TX239,34.0,167.5466963491924,compra,fisico,0
TX240,53.0,223.10897656975635,saque,online,0
TX241,225.0,231.46006892929955,transferência,fisico,0
TX242,,89.40143637872248,compra,fisico,0
TX243,113.0,29.987079749068585,transferência,fisico,1
TX244,112.0,9.354929148942363,transferência,online,0
TX245,110.0,106.56435139813263,transferência,fisico,0
TX246,90.0,48.10850582233102,compra,online,1
TX247,162.0,140.25361088718824,transferência,online,0
TX248,68.0,482.2226716564744,compra,fisico,1
TX249,96.0,152.2135003487239,saque,online,0
TX250,176.0,13.917180828809265,saque,online,0
TX251,79.0,224.4710208612671,compra,online,1
TX252,153.0,17.211343258822744,saque,fisico,1
TX253,165.0,77.30452476526402,compra,online,1
TX254,111.0,93.5381379672702,transferência,fisico,1
TX255,31.0,74.93446314495344,compra,fisico,0
TX256,194.0,30.629051962140956,saque,online,0
TX257,117.0,167.63629652717603,saque,online,1
TX258,145.0,81.46943088565675,saque,fisico,1
TX259,199.0,3.456334570450063,compra,fisico,0
TX260,84.0,78.70109710450568,compra,online,1
TX261,60.0,1.5633741487761663,compra,online,1
TX262,175.0,48.86563578221864,transferência,online,1
TX263,59.0,330.30054737362514,compra,online,1
TX264,147.0,317.32107289840854,compra,fisico,1
TX265,18.0,,saque,fisico,1
TX266,55.0,853.0642744840895,saque,fisico,0
TX267,31.0,110.45225991903847,compra,fisico,0
TX268,107.0,41.533131125332915,compra,fisico,1
TX269,170.0,160.932433954678,saque,online,0
TX270,162.0,208.08122438155317,saque,fisico,1
TX271,52.0,216.7421772376482,compra,online,1
TX272,219.0,106.7234743186457,compra,online,0
TX273,175.0,97.30332868442035,saque,fisico,0
TX274,118.0,279.7859614337787,compra,fisico,1
TX275,223.0,203.26596353841362,transferência,fisico,1
TX276,224.0,,saque,online,0
TX277,92.0,281.44411205072515,saque,online,1
TX278,174.0,23.77448461721588,saque,fisico,0
TX279,79.0,15.5561896648967,saque,fisico,1
TX280,233.0,59.18191185860162,compra,fisico,0
TX281,194.0,423.6793797900107,compra,fisico,1
TX282,101.0,131.5261552557347,saque,fisico,0
TX283,165.0,156.06289492311146,compra,fisico,0
TX284,226.0,136.49161348198143,transferência,online,0
TX285,200.0,370.525440855401,transferência,online,0
TX286,71.0,126.94614944851277,transferência,fisico,1
TX287,155.0,150.2506908083995,transferência,online,0
TX288,104.0,298.1646128901743,saque,fisico,0
TX289,52.0,68.83941798715215,saque,fisico,1
TX290,181.0,141.51891780102562,transferência,fisico,0
TX291,,0.44917173056894383,saque,online,0
TX292,61.0,521.6933027256505,saque,fisico,1
TX293,110.0,25.28275438997529,compra,online,0
TX294,155.0,55.01285573493272,transferência,fisico,1
TX295,200.0,199.6471854278098,transferência,online,1
TX296,86.0,79.84914615630936,compra,fisico,0
TX297,194.0,,saque,fisico,1
TX298,113.0,55.5486651747376,saque,fisico,0
TX299,211.0,11.001532484415712,transferência,fisico,1
TX300,53.0,246.84982466502413,transferência,online,0
TX301,69.0,85.77911013159817,compra,online,0
TX302,22.0,195.71323430484756,saque,online,0
TX303,125.0,190.75210393847058,transferência,online,1
TX304,78.0,13.767611338394742,transferência,online,0
TX305,69.0,0.9544077759675661,saque,fisico,1
TX306,95.0,331.3979346498002,transferência,online,0
TX307,182.0,116.47122262483683,transferência,fisico,0
TX308,93.0,333.26364603719804,compra,online,0
TX309,53.0,36.276949830131834,saque,fisico,1
TX310,127.0,260.5689198508872,saque,fisico,1
TX311,206.0,578.404397063434,compra,online,0
TX312,11.0,,saque,fisico,0
TX313,225.0,319.62287117253106,transferência,online,1
TX314,84.0,303.22352232657306,saque,fisico,1
TX315,42.0,,saque,fisico,1
TX316,238.0,121.62038103501725,saque,online,1
TX317,194.0,75.69479813508086,transferência,fisico,1
TX318,47.0,200.72875142165594,transferência,online,1
TX319,121.0,8.880550660878187,saque,fisico,1
TX320,184.0,30.094562521896844,compra,online,0
TX321,135.0,216.95944066406113,saque,online,0
TX322,115.0,195.49172472534252,transferência,online,1
TX323,8.0,266.87775740992674,compra,fisico,1
TX324,123.0,8.726872583998947,compra,fisico,1
TX325,231.0,521.1072815894423,transferência,online,1
TX326,72.0,5.7960123814268965,saque,online,1
TX327,226.0,27.541583715179595,transferência,fisico,0
TX328,176.0,55.83708555807916,compra,fisico,0
TX329,147.0,404.6842337864548,saque,online,0
TX330,219.0,38.18633613111156,transferência,online,0
TX331,88.0,,transferência,online,0
TX332,110.0,760.3209997174533,saque,online,0
TX333,31.0,64.83265014762873,saque,online,0
TX334,204.0,146.20852489113037,compra,online,1
TX335,217.0,108.93789522319712,transferência,online,1
TX336,37.0,84.7848857254755,compra,fisico,0
TX337,221.0,44.22708374802295,saque,online,0
TX338,220.0,188.1791968116183,compra,fisico,0
TX339,61.0,414.76892802094955,saque,fisico,0
TX340,106.0,293.1747367684584,transferência,online,0
TX341,143.0,141.886656796933,transferência,online,1
TX342,,21.283885713114618,compra,fisico,0
TX343,109.0,29.606342997895112,transferência,fisico,0
TX344,32.0,602.6577499085454,transferência,online,0
TX345,121.0,71.76061527094375,transferência,online,1
TX346,66.0,103.16224103355248,saque,online,1
TX347,216.0,491.35402547094975,transferência,fisico,1
TX348,24.0,316.6077172961816,compra,fisico,0
TX349,119.0,106.56234362593504,transferência,online,0
TX350,84.0,541.2448107663324,transferência,online,0
TX351,146.0,151.9248138128318,compra,fisico,0
TX352,44.0,32.12044741716618,saque,fisico,0
TX353,221.0,191.7326985885264,saque,online,0
TX354,183.0,138.12470978147294,compra,fisico,1
TX355,93.0,59.548544964838634,compra,online,1
TX356,79.0,151.2213282813499,transferência,online,0
TX357,145.0,101.90339057368338,saque,fisico,1
TX358,35.0,68.67281048070075,saque,fisico,0
TX359,224.0,149.28682385993187,transferência,online,1
TX360,202.0,335.78141127896913,saque,fisico,0
TX361,111.0,149.24446285806633,compra,online,1
TX362,169.0,95.74746959794084,saque,online,1
TX363,,514.194260301219,saque,online,0
TX364,190.0,45.27946435275974,compra,fisico,0
TX365,42.0,219.77244858471573,saque,online,1
TX366,,155.36503405884793,compra,online,0
TX367,228.0,95.94068718045699,transferência,online,1
TX368,5.0,197.47011443800068,transferência,online,1
TX369,115.0,762.6829539978326,compra,fisico,0
TX370,151.0,302.46529800718736,saque,online,0
TX371,68.0,117.96016584346827,compra,online,1
TX372,83.0,456.9518233364035,saque,fisico,0
TX373,3.0,107.53976161349811,transferência,online,0
TX374,213.0,,transferência,fisico,0
TX375,46.0,12.67986958077274,compra,online,0
TX376,88.0,255.24109978601942,saque,online,0
TX377,62.0,89.73978360768928,saque,online,0
TX378,89.0,48.04905013508231,transferência,online,0
TX379,83.0,296.0272891355399,saque,online,0
TX380,93.0,20.32055352810651,saque,fisico,1
TX381,206.0,760.2357080163279,saque,fisico,1
TX382,100.0,396.646984140439,compra,fisico,1
TX383,76.0,204.40701852262882,transferência,online,0
TX384,129.0,451.6084389518176,compra,fisico,0
TX385,197.0,114.73078693240318,saque,fisico,1
TX386,80.0,,compra,fisico,0
TX387,173.0,166.55912201759196,compra,online,0
TX388,86.0,54.85203894427121,saque,online,1
TX389,43.0,1120.6802676191098,saque,fisico,0
TX390,172.0,93.05478574321651,compra,fisico,0
TX391,167.0,404.12650039104216,compra,online,1
TX392,3.0,61.05846356094968,compra,online,1
TX393,198.0,17.609452215797987,compra,fisico,0
TX394,180.0,346.51765510655883,saque,online,0
TX395,5.0,768.4129874251984,saque,fisico,0
TX396,,185.03734434271016,saque,online,0
TX397,225.0,53.51375985511243,saque,fisico,1
TX398,183.0,814.0552778601669,compra,online,0
TX399,46.0,,compra,fisico,0
TX400,135.0,46.64149907956743,saque,online,1
TX401,214.0,501.5334598523496,transferência,online,1
TX402,54.0,6.74871686992329,transferência,fisico,1
TX403,118.0,,transferência,fisico,0
TX404,155.0,119.31513997807144,compra,fisico,1
TX405,88.0,30.46082464989449,compra,fisico,0
TX406,1.0,121.93725775936312,transferência,online,0
TX407,38.0,,compra,online,0
TX408,197.0,257.55669744627266,transferência,fisico,1
TX409,161.0,6.058431847928543,compra,online,0
TX410,155.0,433.32155619979795,compra,fisico,0
TX411,218.0,3.887804468483167,saque,online,0
TX412,24.0,386.7853340852261,compra,online,1
TX413,45.0,80.8963168085597,transferência,fisico,0
TX414,117.0,127.43664452910308,compra,fisico,0
TX415,150.0,119.16226886208001,compra,online,0
TX416,176.0,3.653609214864843,compra,online,1
TX417,220.0,,saque,fisico,0
TX418,53.0,396.07301772282034,transferência,fisico,0
TX419,137.0,12.26731632971169,transferência,fisico,1
TX420,,29.33194300543482,compra,online,0
TX421,124.0,351.79360943399865,compra,fisico,0
TX422,98.0,87.63480487568546,transferência,fisico,1
TX423,55.0,,saque,online,0
TX424,198.0,380.1201372985541,saque,online,0
TX425,17.0,56.720403267478446,transferência,online,1
TX426,107.0,43.42234683846467,transferência,fisico,0
TX427,175.0,55.461703530618,transferência,fisico,1
TX428,147.0,402.94222948415717,compra,online,0
TX429,43.0,71.9479099010918,transferência,fisico,0
TX430,180.0,149.56506816294325,compra,fisico,0
TX431,4.0,347.41869227942885,transferência,online,0
TX432,,20.09682251538473,transferência,fisico,1
TX433,170.0,87.35631391004853,transferência,fisico,0
TX434,140.0,179.64589777614023,transferência,online,1
TX435,236.0,24.325370864137163,saque,fisico,0
TX436,38.0,296.68546601832344,compra,online,0
TX437,,61.44367234001004,compra,fisico,1
TX438,46.0,37.92265340870247,saque,online,1
TX439,14.0,192.11368030807807,transferência,online,0
TX440,153.0,7.620546874553301,saque,fisico,0
TX441,99.0,215.88661983348044,saque,online,0
TX442,102.0,24.770551113073612,compra,online,1
TX443,40.0,239.74185948324939,saque,online,0
TX444,19.0,163.04477103192963,saque,fisico,0
TX445,121.0,1045.2579264428555,saque,online,0
TX446,195.0,37.703422091008925,saque,fisico,1
TX447,78.0,201.3148514965214,saque,fisico,0
TX448,55.0,62.41637598947555,saque,fisico,1
TX449,,434.70234135263246,compra,fisico,0
TX450,195.0,72.06724964901683,saque,online,1
TX451,20.0,91.5876299102033,saque,fisico,0
TX452,152.0,,transferência,fisico,0
TX453,138.0,,saque,online,1
TX454,141.0,4.883840894264231,saque,fisico,0
TX455,,50.18292342170415,compra,fisico,1
TX456,,139.21765500181553,transferência,fisico,1
TX457,81.0,3.836088896553204,compra,fisico,0
TX458,14.0,35.49162684602923,compra,online,1
TX459,2.0,69.3163430596374,compra,fisico,1
TX460,45.0,831.4561300655223,compra,online,0
TX461,169.0,10.42029043735516,compra,fisico,1
TX462,230.0,325.5404059505669,saque,fisico,1
TX463,,316.09276194197906,transferência,fisico,0
TX464,162.0,53.165071146569396,saque,fisico,0
TX465,49.0,68.92197858308792,compra,fisico,1
TX466,70.0,53.563678792603106,transferência,online,0
TX467,231.0,357.437384731587,compra,fisico,1
TX468,152.0,362.267583948991,transferência,fisico,0
TX469,59.0,,saque,fisico,0
TX470,111.0,272.3550268193919,compra,fisico,0
TX471,22.0,362.6597751333523,saque,online,0
TX472,142.0,269.09401989695994,saque,fisico,0
TX473,198.0,510.1970770069304,saque,fisico,0
TX474,68.0,705.9097888534254,compra,online,0
TX475,142.0,133.8980032826855,transferência,fisico,1
TX476,,247.83559315167474,saque,fisico,1
TX477,145.0,936.7648191333327,transferência,fisico,0
TX478,115.0,655.674138297982,compra,fisico,0
TX479,1.0,214.21462392966896,saque,fisico,0
TX480,179.0,82.36697607796017,saque,fisico,0
TX481,236.0,376.9663623569336,compra,online,1
TX482,38.0,61.80719502479515,compra,online,0
TX483,,51.57764082647882,saque,fisico,1
TX484,226.0,80.1096716420613,compra,fisico,0
TX485,84.0,189.75185911995595,saque,online,1
TX486,180.0,456.73033878717735,saque,online,0
TX487,133.0,0.45541776389336536,compra,online,0
TX488,207.0,472.86049136052054,compra,online,0
TX489,200.0,188.19359130040357,transferência,fisico,0
TX490,22.0,86.12345471519369,saque,fisico,0
TX491,29.0,233.33182151841748,compra,online,1
TX492,218.0,199.09458524165086,transferência,online,1
TX493,90.0,41.30447371152231,saque,online,0
TX494,162.0,112.77144648452797,compra,online,1
TX495,155.0,35.21199040185401,saque,fisico,0
TX496,55.0,43.213250293825645,transferência,online,0
TX497,219.0,199.22413522548172,saque,fisico,0
TX498,95.0,107.8750798624754,saque,online,0
TX499,163.0,15.96578510779015,saque,fisico,0
TX500,231.0,5.792525294240232,saque,fisico,0
TX501,184.0,220.69374940071728,compra,fisico,0
TX502,17.0,260.1029739987783,compra,online,1
TX503,149.0,136.14688242156748,saque,fisico,0
TX504,219.0,91.49996715423609,saque,online,0
TX505,48.0,264.53659983183593,transferência,fisico,0
TX506,134.0,262.68534305856576,transferência,fisico,1
TX507,155.0,77.48801775330126,transferência,online,0
TX508,82.0,78.61558941962767,saque,fisico,0
TX509,171.0,765.5387144911163,transferência,fisico,1
TX510,235.0,550.2239745605552,compra,online,1
TX511,130.0,81.46740281797908,compra,fisico,0
TX512,148.0,522.1106233217332,compra,fisico,0
TX513,45.0,36.883126225682574,transferência,fisico,1
TX514,204.0,114.1081983804598,transferência,fisico,1
TX515,81.0,546.3005186717551,saque,fisico,0
TX516,210.0,155.96236250309386,saque,online,0
TX517,150.0,1220.8984536137748,transferência,online,0
TX518,182.0,320.88535972072816,compra,online,0
TX519,19.0,457.93610413021133,transferência,online,0
TX520,239.0,17.790551550286697,saque,online,1
TX521,136.0,278.84790314503414,saque,online,1
TX522,125.0,460.53173824693215,saque,fisico,0
TX523,37.0,203.01121104898954,saque,online,0
TX524,185.0,367.4591999404534,saque,online,0
TX525,108.0,38.98764670503117,transferência,online,1
TX526,41.0,217.3296742620263,saque,fisico,1
TX527,27.0,263.96499004566493,transferência,online,1
TX528,35.0,118.33897782686331,transferência,online,1
TX529,213.0,,compra,online,0
TX530,10.0,129.58300494611728,compra,online,0
TX531,146.0,173.66122867715507,saque,fisico,1
TX532,136.0,130.31470627834923,transferência,online,1
TX533,9.0,75.85034418155364,compra,fisico,0
TX534,68.0,151.64795390941293,compra,fisico,1
TX535,46.0,70.204757394595,saque,fisico,1
TX536,42.0,276.27424793347035,saque,fisico,0
TX537,33.0,7.286448653394999,compra,online,0
TX538,128.0,166.0583476731968,saque,online,0
TX539,174.0,212.05965388101893,compra,online,0
TX540,194.0,10.53066344565638,transferência,online,0
TX541,116.0,123.51363255752304,compra,fisico,0
TX542,60.0,62.336969203887584,saque,fisico,0
TX543,159.0,126.14894414360238,compra,fisico,0
TX544,82.0,45.2207792901603,saque,fisico,0
TX545,135.0,8.604119834105276,saque,fisico,1
TX546,182.0,152.02231710653064,compra,fisico,0
TX547,,168.1800319385115,compra,fisico,1
TX548,194.0,531.8616692242994,saque,online,1
TX549,73.0,134.9913533098556,transferência,online,0
TX550,6.0,298.8017233312362,saque,fisico,0
TX551,203.0,35.19003247737563,saque,online,1
TX552,67.0,68.19740077204618,saque,online,0
TX553,178.0,707.8652050263639,saque,fisico,1
TX554,109.0,24.802538904304527,saque,fisico,0
TX555,84.0,229.57533479355598,transferência,online,0
TX556,146.0,227.52579904492185,saque,online,1
TX557,226.0,15.458604910818083,saque,online,0
TX558,185.0,995.8429396426874,saque,online,1
TX559,144.0,73.00760641854625,compra,fisico,1
TX560,26.0,19.996732416502137,transferência,online,0
TX561,145.0,130.40606600468044,compra,online,0
TX562,71.0,25.263241329939007,transferência,online,0
TX563,1.0,47.111116115937314,transferência,fisico,0
TX564,30.0,117.46307549851234,transferência,fisico,1
TX565,76.0,447.9050805150103,saque,online,1
TX566,53.0,525.7264859613844,compra,online,0
TX567,129.0,28.10248232865808,compra,online,1
TX568,60.0,2.2186947158971893,compra,fisico,0
TX569,198.0,28.46161637713656,saque,online,1
TX570,87.0,81.3137870492069,transferência,online,0
TX571,220.0,94.05607226128122,saque,fisico,1
TX572,88.0,54.2096844308846,transferência,online,0
TX573,192.0,179.41419090390204,saque,online,1
TX574,184.0,183.53476642394918,saque,fisico,0
TX575,6.0,345.0957552061005,compra,fisico,1
TX576,90.0,374.8039980120781,transferência,online,1
TX577,145.0,70.8515918227738,saque,online,1
TX578,215.0,45.622469081413755,saque,fisico,1
TX579,124.0,,transferência,online,1
TX580,36.0,,transferência,online,0
TX581,192.0,107.03169668376447,saque,online,0
TX582,77.0,216.2029993057707,compra,fisico,1
TX583,,45.037390630141736,saque,fisico,0
TX584,118.0,,compra,fisico,0
TX585,49.0,217.0306196514414,compra,online,0
