area,bedrooms,bathrooms,floors,year_built,location,garage,value
144.21758588058796,2.0,3.0,2.0,1987.0,Zona Oeste,1.0,629439.7300291073
134.94481522053556,3.0,2.0,1.0,1900.0,Zona Norte,1.0,469073.73452408734
76.07390048162863,3.0,1.0,1.0,1991.0,Zona Leste,2.0,449892.49926298356
114.00778958026457,2.0,1.0,1.0,1928.0,Zona Leste,1.0,359501.5567316502
126.96806145201063,3.0,1.0,2.0,2007.0,Zona Oeste,3.0,599722.9964352448
202.85611131094578,3.0,1.0,1.0,2013.0,Zona Leste,2.0,853991.3306904214
167.18091447842306,3.0,3.0,1.0,1949.0,Zona Sul,2.0,742684.0865846946
61.8479922318633,4.0,1.0,1.0,1963.0,Zona Sul,0.0,381484.41997104924
166.20419846973977,2.0,1.0,2.0,1998.0,Zona Norte,3.0,677060.8277123212
130.74588597918418,5.0,1.0,1.0,2013.0,Centro,0.0,660374.0814783564
116.15389998470206,2.0,1.0,2.0,1980.0,Zona Sul,3.0,478710.2187633291
180.5838144420434,1.0,1.0,2.0,1974.0,Zona Sul,1.0,615421.0826893257
201.54997612479755,3.0,2.0,1.0,1936.0,Zona Oeste,0.0,802649.0171191319
196.56400595580993,3.0,3.0,2.0,2017.0,Zona Sul,1.0,825370.2043173205
108.03912383886808,5.0,2.0,1.0,1960.0,Zona Norte,1.0,478986.62249431945
134.53938120743928,1.0,3.0,2.0,1906.0,Zona Oeste,0.0,431378.4935684062
166.5631715701782,4.0,1.0,1.0,1989.0,Zona Sul,0.0,793981.5827515732
198.77725635611796,2.0,3.0,1.0,1986.0,Zona Norte,1.0,766333.8888427932
126.04128810773551,4.0,1.0,2.0,1963.0,Zona Oeste,1.0,605827.9935580269
140.71705116680914,1.0,1.0,1.0,1917.0,Centro,3.0,467053.4795839472
94.68325129969858,5.0,2.0,1.0,1928.0,Zona Norte,1.0,501847.9298296304
90.18966879596647,1.0,2.0,2.0,2002.0,Zona Sul,2.0,499078.94954516215
190.6262911197099,5.0,2.0,2.0,2013.0,Zona Oeste,1.0,917006.2732803079
217.81200142854115,4.0,3.0,2.0,1997.0,Centro,1.0,1028176.5736945702
146.3994939209833,4.0,3.0,2.0,1959.0,Zona Norte,1.0,724761.5081489548
200.17664489460122,1.0,2.0,2.0,2001.0,Centro,0.0,735109.8549893614
168.0818012523817,1.0,2.0,1.0,1953.0,Zona Norte,0.0,514599.47861602524
117.74401226974379,3.0,1.0,1.0,1971.0,Zona Sul,2.0,584281.9658069904
168.0697802754207,5.0,3.0,1.0,1920.0,Zona Norte,1.0,769028.9838228306
226.90182832329845,3.0,1.0,2.0,1920.0,Zona Sul,3.0,851593.0329839123
148.20869804450243,2.0,3.0,2.0,1957.0,Zona Norte,3.0,740579.1888791556
228.2321827907003,2.0,2.0,1.0,1948.0,Zona Oeste,1.0,820420.3735070481
50.0,1.0,3.0,2.0,1935.0,Zona Norte,1.0,267911.74356553983
191.09512521876118,4.0,3.0,1.0,1916.0,Zona Norte,1.0,842363.5332591368
154.35235341190855,2.0,1.0,1.0,1979.0,Zona Leste,1.0,619340.2560373661
135.04963247670662,2.0,2.0,2.0,1952.0,Zona Leste,1.0,528091.6519095646
154.58803882677512,3.0,2.0,2.0,1914.0,Zona Norte,0.0,577980.5312618682
50.621554269955354,3.0,2.0,2.0,1978.0,Zona Leste,2.0,411129.8331172727
139.01640560812442,2.0,1.0,2.0,1939.0,Zona Sul,0.0,477481.83769429
167.85562857558733,1.0,1.0,2.0,1980.0,Zona Leste,3.0,629820.2558268975
223.89470223707582,3.0,1.0,2.0,1950.0,Zona Norte,0.0,757976.3534110881
124.08648908631763,2.0,3.0,1.0,1964.0,Centro,0.0,609501.4004239535
109.57531985534061,4.0,3.0,2.0,1912.0,Centro,2.0,548162.1119770965
124.91214782077317,3.0,1.0,1.0,1937.0,Zona Norte,3.0,565597.9347408463
195.7701058851037,2.0,1.0,1.0,1973.0,Zona Norte,3.0,765867.0603232083
166.43755548298424,5.0,2.0,1.0,1996.0,Centro,1.0,906440.1374275328
123.51198981164806,3.0,3.0,2.0,,Zona Oeste,2.0,600480.3494669795
175.66337165566782,5.0,3.0,1.0,1975.0,Zona Leste,0.0,821259.7361847889
154.85387746740201,3.0,2.0,2.0,1982.0,Zona Oeste,0.0,673630.9723892404
198.43224952664445,3.0,2.0,2.0,1914.0,Zona Sul,0.0,694881.9544517731
114.89734530613238,5.0,2.0,2.0,2016.0,Centro,3.0,800817.9083998735
133.61689267011158,1.0,1.0,2.0,1904.0,Centro,3.0,432991.44324446266
130.3945923433921,2.0,1.0,2.0,1901.0,Zona Oeste,0.0,529088.2725771588
76.82425259339408,1.0,1.0,1.0,2014.0,Zona Sul,3.0,335704.9086622367
164.8060138532288,1.0,1.0,2.0,1977.0,Zona Oeste,1.0,714152.9497320256
163.05276360899447,2.0,1.0,1.0,1992.0,Zona Sul,0.0,576037.6323184408
150.25567283212305,4.0,3.0,2.0,2004.0,Zona Norte,0.0,727036.2275437168
138.27064333124267,1.0,3.0,2.0,1964.0,Zona Norte,1.0,520844.6192300802
79.23146289747929,1.0,3.0,2.0,1976.0,Centro,3.0,384298.2999564677
128.96773386173206,1.0,2.0,1.0,2012.0,Zona Norte,0.0,526465.1476920706
132.86427417366153,4.0,3.0,1.0,1959.0,Zona Oeste,1.0,620436.9316873245
109.88613653891906,3.0,2.0,1.0,1995.0,Zona Sul,2.0,506206.69340285426
141.93571441669954,5.0,3.0,1.0,1997.0,Centro,1.0,731453.8469766565
,5.0,1.0,2.0,1955.0,Zona Norte,0.0,865885.651296989
244.3092950605265,4.0,3.0,2.0,2017.0,Centro,1.0,1017451.3079419603
158.72889064159196,1.0,1.0,1.0,1977.0,Centro,3.0,586562.231880247
162.8775195361382,5.0,1.0,1.0,2015.0,Zona Sul,0.0,736776.5031554735
146.27770421169163,4.0,3.0,1.0,2018.0,Zona Oeste,0.0,768854.524120916
54.06143923504793,2.0,3.0,1.0,1937.0,Zona Oeste,3.0,341112.0390844672
148.67430622753915,5.0,1.0,2.0,1956.0,Zona Leste,3.0,829178.0643603824
153.01151049705132,2.0,2.0,2.0,2001.0,Zona Oeste,3.0,661972.4652808435
273.1621056242643,1.0,2.0,2.0,2013.0,Zona Norte,2.0,1012798.5999276403
140.38195176094388,5.0,3.0,1.0,1950.0,Zona Leste,0.0,762394.4167365341
165.07736711668062,4.0,1.0,1.0,1940.0,Zona Leste,0.0,645784.077594607
148.26441151473784,3.0,2.0,2.0,1978.0,Zona Leste,,662353.0059012547
91.5660981190234,,3.0,1.0,2002.0,Zona Leste,1.0,555469.4438750839
207.14114072575103,5.0,3.0,1.0,1969.0,Zona Oeste,0.0,951711.4410382824
187.5966516343387,5.0,1.0,1.0,1992.0,Zona Leste,0.0,842888.5157419005
189.55159735215233,5.0,2.0,2.0,2000.0,Zona Norte,3.0,904672.9684750858
104.53062726026306,4.0,3.0,1.0,1982.0,Zona Norte,3.0,567831.4849605858
220.13971554680495,4.0,2.0,2.0,1951.0,Centro,3.0,921671.8727976622
79.90744686038596,3.0,3.0,1.0,1900.0,Zona Norte,0.0,319243.48828280554
179.34285469001352,4.0,3.0,1.0,1984.0,Centro,3.0,860956.1918027718
259.5227812904989,4.0,2.0,2.0,2002.0,Zona Norte,2.0,1120555.0319848985
100.47318374346558,1.0,2.0,2.0,1917.0,Zona Leste,3.0,304706.6334104886
121.6851135198614,1.0,1.0,2.0,1926.0,Zona Sul,2.0,378048.5231652787
154.98256825438207,2.0,1.0,2.0,1991.0,Zona Leste,1.0,700319.8433430322
124.82621729419004,3.0,1.0,1.0,1971.0,Zona Oeste,2.0,584998.1714629702
72.46682844669337,1.0,1.0,1.0,1994.0,Centro,2.0,249508.4887084641
153.42814874030137,3.0,2.0,2.0,1975.0,Zona Sul,1.0,654728.8022674011
96.88481431369476,3.0,1.0,2.0,1941.0,Zona Norte,2.0,370198.8463220437
173.67962153175907,5.0,2.0,1.0,1905.0,Zona Leste,0.0,792233.6178188431
104.02878828830984,3.0,3.0,1.0,1989.0,Centro,0.0,539304.9249584613
227.496720250877,5.0,2.0,1.0,1979.0,Centro,3.0,1022042.3172782742
110.83733538318815,2.0,1.0,2.0,1993.0,Zona Norte,3.0,579152.7241918243
133.89692418971623,2.0,2.0,2.0,1982.0,Centro,3.0,596181.1592671389
190.67586086848348,2.0,2.0,1.0,1981.0,Zona Norte,3.0,770727.2489853315
88.45678417830223,5.0,2.0,2.0,1923.0,Zona Norte,0.0,571808.5874109045
161.37299673020647,5.0,2.0,1.0,1944.0,Zona Leste,3.0,741241.975975557
215.3571377141214,2.0,2.0,2.0,1983.0,Centro,2.0,775720.9610955955
69.62583827193862,5.0,1.0,2.0,1970.0,Zona Oeste,1.0,582565.2085328316
159.2316929266152,4.0,2.0,1.0,1906.0,Zona Oeste,2.0,635729.5724675177
162.99413971242117,4.0,1.0,1.0,1915.0,Zona Leste,1.0,529919.7921639725
189.09114358886552,5.0,3.0,2.0,1957.0,Zona Leste,0.0,847215.7254353226
88.1524644560959,5.0,2.0,1.0,1956.0,Zona Norte,1.0,510643.8702720041
83.97716934578618,1.0,3.0,2.0,1941.0,Zona Oeste,3.0,497913.22503254836
176.09707828084487,1.0,1.0,1.0,2010.0,Centro,0.0,644798.4084288734
164.8492336616593,3.0,2.0,1.0,1913.0,Zona Oeste,3.0,650923.3522654581
162.52464251729384,3.0,3.0,2.0,1955.0,Zona Leste,2.0,697078.9506074233
167.3224104748488,3.0,1.0,1.0,1911.0,Zona Leste,2.0,656116.7058548661
115.99876392107547,2.0,3.0,2.0,1992.0,Zona Norte,3.0,646584.6897167563
161.6126848580502,4.0,2.0,2.0,1914.0,Centro,1.0,717695.2216250343
164.65362366493406,2.0,2.0,2.0,1907.0,Zona Leste,2.0,656009.5945442517
114.2824290986816,5.0,2.0,2.0,2002.0,Centro,1.0,766355.6301916126
243.28872555723783,1.0,1.0,1.0,1957.0,Zona Oeste,2.0,800557.7292780573
173.69164604558938,,3.0,2.0,1952.0,Zona Norte,3.0,851702.358563955
90.43482513986757,5.0,1.0,2.0,1908.0,Zona Oeste,3.0,501827.20381285576
182.82768043169148,1.0,3.0,2.0,1945.0,Zona Leste,2.0,745128.8042646765
101.26591648863393,5.0,1.0,1.0,1991.0,Zona Leste,2.0,640282.1848823277
189.3542301871226,3.0,2.0,2.0,1990.0,Centro,1.0,809503.4326231154
207.9297789503702,1.0,3.0,2.0,1906.0,Zona Leste,1.0,676733.0056109538
108.96588408241448,5.0,3.0,1.0,1943.0,Centro,1.0,583475.9013864801
198.16880646221608,3.0,3.0,2.0,1913.0,Zona Sul,3.0,811537.758943472
170.63904634682493,3.0,1.0,2.0,1974.0,Zona Leste,2.0,664989.6359357042
191.1030079997245,4.0,2.0,1.0,1995.0,Zona Oeste,0.0,815930.5962611599
244.8396491326974,3.0,3.0,2.0,2014.0,Zona Oeste,1.0,1082174.6689706305
137.73059419985648,2.0,1.0,2.0,1991.0,Centro,0.0,546651.8402327022
112.31319178212553,1.0,3.0,1.0,1905.0,Zona Sul,3.0,414042.4453606772
105.52427851872383,1.0,2.0,1.0,1934.0,Zona Leste,1.0,381703.31267943047
109.2094857517281,1.0,3.0,1.0,1969.0,Zona Norte,1.0,498935.0426868979
146.1449145292948,5.0,2.0,2.0,1960.0,Zona Norte,0.0,817594.4804999653
167.0575987408322,5.0,1.0,2.0,1923.0,Zona Oeste,0.0,665308.3798446242
163.83453996650096,2.0,1.0,1.0,1972.0,Zona Leste,2.0,682652.569925404
191.35916245180118,3.0,2.0,2.0,1901.0,Zona Norte,0.0,744150.833774257
150.65009459389535,5.0,2.0,1.0,2001.0,Centro,3.0,745239.4776624576
222.67670385786585,3.0,1.0,2.0,1977.0,Zona Leste,1.0,810180.5572700428
136.7671583381022,3.0,2.0,1.0,1950.0,Zona Oeste,0.0,617139.4320209776
286.00845832948096,5.0,2.0,1.0,1930.0,Zona Sul,3.0,1169728.0650756408
181.28336738825033,5.0,3.0,1.0,1993.0,Centro,0.0,789155.318190742
107.14212217918588,2.0,1.0,2.0,2018.0,Centro,0.0,446877.73947459226
96.45537509694438,4.0,1.0,1.0,1926.0,Zona Leste,0.0,471027.6496290585
174.12362076215928,1.0,2.0,1.0,1999.0,Zona Sul,2.0,706796.5273463915
138.82686073370746,5.0,2.0,2.0,2009.0,Centro,1.0,789408.6896004941
185.7000247046046,5.0,2.0,1.0,1930.0,Zona Sul,1.0,706005.0401718359
173.66188122867723,3.0,1.0,2.0,2016.0,Zona Oeste,1.0,714958.1862642757
146.35855436715636,4.0,3.0,1.0,2005.0,Centro,2.0,714152.5751386723
107.66031409657975,5.0,1.0,1.0,1969.0,Zona Norte,0.0,605587.2265855748
74.25763876570677,4.0,3.0,1.0,1942.0,Zona Oeste,1.0,445449.06141907297
127.67425239664894,1.0,2.0,1.0,2008.0,Zona Oeste,1.0,541728.0624904047
192.81993971617362,3.0,1.0,1.0,2019.0,Centro,0.0,785043.1512108076
160.7046872065102,2.0,3.0,1.0,1981.0,Zona Norte,1.0,608663.2424388215
87.71306106440059,1.0,1.0,1.0,1951.0,Zona Sul,0.0,337270.2732846574
158.6590462925591,4.0,3.0,2.0,1913.0,Zona Norte,2.0,786211.1690863739
169.26586898644183,,3.0,1.0,1958.0,Zona Oeste,1.0,816487.8928124742
105.80712818994334,1.0,1.0,2.0,1919.0,Centro,1.0,361252.50197912677
157.6862552972764,4.0,2.0,2.0,2017.0,Zona Norte,0.0,764380.5311031544
152.9104359223,2.0,1.0,2.0,1951.0,Zona Norte,3.0,573172.3024626701
92.85148510846884,2.0,2.0,2.0,1974.0,Zona Oeste,2.0,524849.8283738581
167.88936801741417,4.0,3.0,2.0,2016.0,Zona Sul,1.0,924584.1342488978
178.03922631841172,4.0,3.0,2.0,2000.0,Zona Norte,0.0,810176.7363058411
204.15256215876386,2.0,1.0,1.0,1939.0,Zona Norte,2.0,656025.7921553184
202.69010260174514,4.0,1.0,1.0,,Zona Leste,0.0,751942.462599622
81.11653160214544,5.0,2.0,1.0,,Zona Oeste,3.0,492211.7742078931
103.10874800424386,3.0,2.0,1.0,1905.0,Zona Leste,1.0,454790.5890109625
175.751763360433,5.0,1.0,1.0,1986.0,Zona Oeste,3.0,771409.0704206097
175.68929754561043,4.0,2.0,2.0,2019.0,Zona Oeste,1.0,812059.8060558223
175.7523843153024,4.0,2.0,2.0,1956.0,Zona Leste,3.0,780656.8036877309
342.63657453273606,3.0,1.0,2.0,1957.0,Zona Sul,1.0,1207594.4697095137
178.54452553465836,4.0,1.0,1.0,1971.0,Zona Sul,0.0,725375.2990756287
206.77828200902994,3.0,3.0,1.0,1929.0,Zona Oeste,2.0,840723.8894493798
197.70008817466012,2.0,3.0,1.0,1999.0,Zona Leste,1.0,790318.9301509361
182.5695625652899,3.0,1.0,1.0,1951.0,Zona Norte,1.0,702733.8084239152
134.23653776798272,3.0,3.0,2.0,2005.0,Zona Oeste,0.0,763331.5492738342
187.94846102466337,5.0,2.0,2.0,1910.0,Zona Oeste,3.0,854671.3701577485
111.35873927312142,4.0,1.0,1.0,1946.0,Centro,1.0,537507.9399673521
138.15906966299957,2.0,3.0,2.0,1904.0,Zona Sul,3.0,693571.0775385572
125.73182260854483,1.0,1.0,1.0,1902.0,Zona Leste,0.0,350687.99612151703
154.09370696931612,3.0,3.0,1.0,1914.0,Zona Norte,1.0,703695.138543269
265.73292833367543,1.0,1.0,1.0,1901.0,Zona Norte,2.0,868667.5852761628
56.636740370412596,4.0,2.0,2.0,1901.0,Zona Oeste,1.0,317998.5161368301
184.31300951872566,3.0,3.0,2.0,2020.0,Zona Norte,0.0,839357.3882227641
69.36420644051742,1.0,1.0,2.0,1971.0,Zona Norte,3.0,355087.74286969646
126.40340671052833,5.0,2.0,1.0,1953.0,Zona Oeste,1.0,703272.3604472864
204.4475298483683,1.0,3.0,1.0,1945.0,Zona Sul,0.0,657894.3279615592
153.21400095477313,5.0,3.0,1.0,1993.0,Centro,0.0,752038.5902690223
,2.0,1.0,2.0,1940.0,Zona Sul,0.0,421832.1446942925
114.2348145370016,4.0,2.0,1.0,1968.0,Zona Sul,3.0,564146.1116987478
183.97988744673378,1.0,1.0,1.0,1929.0,Centro,3.0,588694.5238407566
113.48166841414317,3.0,3.0,2.0,1943.0,Zona Oeste,2.0,501153.0748492107
160.82292947909875,4.0,1.0,1.0,1909.0,Zona Sul,2.0,608928.8632353544
152.27859199519068,1.0,1.0,2.0,1996.0,Zona Leste,1.0,554622.6304967973
117.41998261970915,3.0,2.0,2.0,1987.0,Zona Leste,0.0,561253.9942740089
257.19720446626627,3.0,2.0,1.0,1982.0,Centro,2.0,999732.8122115212
181.69595111590056,3.0,3.0,1.0,1929.0,Zona Leste,3.0,751503.4094701604
50.0,3.0,2.0,1.0,1988.0,Zona Oeste,0.0,392390.30971434485
159.32271573847137,1.0,1.0,1.0,1974.0,Zona Norte,1.0,608244.792431885
116.9106767615806,2.0,3.0,2.0,1948.0,Zona Oeste,0.0,472837.46613738366
192.6216667398112,5.0,2.0,2.0,1934.0,Centro,2.0,787164.825948552
110.37396307836497,5.0,1.0,2.0,1964.0,Zona Norte,2.0,645069.5853067876
144.26317792665506,5.0,1.0,2.0,1916.0,Zona Leste,0.0,698862.6928196182
175.24936394902286,2.0,3.0,2.0,,Zona Sul,3.0,670939.8108776971
193.2877597085061,3.0,3.0,2.0,1969.0,Zona Leste,0.0,792532.6752360637
89.9851796472112,3.0,2.0,2.0,1976.0,Zona Oeste,0.0,523442.6826902478
133.27493820795257,4.0,2.0,1.0,1951.0,Zona Oeste,0.0,665254.2549196652
126.25273444195219,5.0,2.0,1.0,1925.0,Centro,0.0,636237.188183532
117.3335383713144,5.0,2.0,1.0,1999.0,Zona Sul,0.0,661878.3962723161
238.27271201405483,3.0,3.0,1.0,1904.0,Zona Sul,3.0,878576.2413872915
170.2490855480478,5.0,1.0,1.0,2010.0,Zona Norte,1.0,825866.9282079602
86.95580228324775,3.0,1.0,1.0,1913.0,Zona Norte,1.0,372196.533692629
195.8930973527388,3.0,2.0,2.0,1950.0,Zona Oeste,2.0,829859.646620237
256.10780985063167,3.0,3.0,1.0,1914.0,Centro,3.0,986507.8329076443
201.62326302755736,1.0,2.0,1.0,1911.0,Zona Oeste,0.0,555773.9772252596
74.03150170229932,1.0,2.0,2.0,2013.0,Zona Sul,3.0,401972.3278605429
125.78829635668743,1.0,3.0,2.0,1945.0,Zona Sul,1.0,561675.8929128059
213.34555745933113,1.0,1.0,1.0,2005.0,Zona Oeste,0.0,604031.6886562861
114.61652671906097,2.0,1.0,2.0,1963.0,Zona Sul,3.0,433559.4359062936
172.19097140731142,4.0,2.0,1.0,1971.0,Zona Norte,2.0,726369.0126878623
188.73170267146685,4.0,3.0,2.0,1958.0,Zona Sul,1.0,881345.3526582975
103.65347642109586,3.0,1.0,1.0,2018.0,Zona Norte,0.0,483005.5837745961
147.02373219691,5.0,1.0,1.0,1994.0,Zona Leste,0.0,719909.4854527502
50.0,1.0,3.0,1.0,1925.0,Centro,0.0,238710.20627875737
98.7806179332855,4.0,3.0,2.0,1928.0,Centro,0.0,557731.3469305765
137.371592430342,4.0,1.0,2.0,1903.0,Zona Sul,0.0,531025.5624933443
87.61084090175753,1.0,2.0,1.0,1949.0,Centro,0.0,305056.9244244789
231.62056519658177,2.0,2.0,2.0,1991.0,Zona Leste,3.0,899910.4868286109
78.49293110196837,2.0,1.0,2.0,1924.0,Zona Sul,2.0,421250.4193394835
127.99777566515081,4.0,2.0,1.0,1939.0,Zona Norte,3.0,616359.5036670367
156.53702886430457,2.0,2.0,1.0,1931.0,Zona Leste,3.0,635454.4314945268
222.06366445330576,1.0,3.0,2.0,1999.0,Zona Leste,0.0,859981.6930252854
78.20689244102803,4.0,3.0,2.0,1974.0,Centro,0.0,572394.8047409522
208.15818760774798,1.0,3.0,1.0,1936.0,Zona Norte,3.0,788584.8633480647
150.51165305097936,2.0,2.0,2.0,1909.0,Zona Oeste,1.0,557358.0644254776
100.92456744760246,1.0,3.0,2.0,1937.0,Zona Leste,0.0,423475.2976678296
173.10517371316354,2.0,3.0,2.0,1960.0,Centro,0.0,812868.6347960936
159.9529847786735,2.0,1.0,1.0,1999.0,Zona Leste,1.0,585937.9130171814
119.98915614206027,1.0,3.0,2.0,2013.0,Zona Norte,3.0,551726.1414363924
153.49010424950094,2.0,1.0,2.0,2016.0,Zona Norte,1.0,582968.5833236265
130.734320156912,3.0,2.0,1.0,1926.0,Zona Sul,0.0,536542.9391803876
155.6758672625624,1.0,3.0,2.0,1980.0,Zona Oeste,2.0,612868.6570077974
183.10653372605233,3.0,1.0,1.0,1906.0,Zona Oeste,1.0,596313.7788601331
229.3008408072676,1.0,1.0,1.0,1972.0,Centro,1.0,754279.7524882583
88.10922505865756,2.0,1.0,1.0,1998.0,Zona Oeste,0.0,322948.7592572473
256.65166873281333,2.0,2.0,1.0,2017.0,Zona Norte,1.0,1023833.8120312396
52.39561002387491,4.0,3.0,1.0,1908.0,Zona Oeste,0.0,406214.8347367771
142.41074524822082,4.0,2.0,1.0,1958.0,Centro,2.0,762518.4966603537
179.41586032422882,3.0,1.0,2.0,1935.0,Zona Leste,2.0,834998.7350165732
164.04959338675164,2.0,2.0,1.0,2017.0,Zona Oeste,3.0,631721.6986636583
118.86502400897031,4.0,2.0,2.0,1929.0,Zona Oeste,0.0,556543.3398503995
139.59388748213624,2.0,1.0,1.0,1994.0,Zona Norte,2.0,636402.1792705576
125.34995326705837,1.0,3.0,1.0,1918.0,Zona Norte,0.0,496523.7371989136
120.53176215278943,4.0,3.0,2.0,1940.0,Zona Leste,1.0,668589.0490449243
192.48010485105124,3.0,2.0,1.0,1954.0,Zona Sul,1.0,703094.9357714257
167.85077429825236,4.0,3.0,1.0,1986.0,Zona Oeste,0.0,792565.845325091
115.35452023696729,2.0,1.0,1.0,1983.0,Zona Norte,0.0,511035.23784910276
194.97999377166252,5.0,3.0,1.0,1905.0,Zona Sul,1.0,826712.822006027
165.36497604383047,5.0,2.0,2.0,2006.0,Zona Oeste,0.0,792952.4428559868
190.64310594194802,2.0,1.0,1.0,1987.0,Zona Oeste,1.0,689158.9278102379
181.48144209618061,1.0,1.0,1.0,2010.0,Zona Sul,3.0,650119.3282033517
108.55024945389638,4.0,1.0,1.0,1921.0,Zona Norte,3.0,534263.8428366717
121.99094799015153,5.0,2.0,2.0,1969.0,Zona Leste,3.0,637191.5595515921
187.3646802561631,1.0,2.0,1.0,2015.0,Zona Oeste,0.0,768174.4422725184
180.51851327167324,2.0,3.0,1.0,1923.0,Centro,1.0,640374.3651530993
148.95492030179258,1.0,2.0,2.0,1961.0,Centro,2.0,516190.2486099819
155.8663691654391,2.0,1.0,1.0,1941.0,Centro,2.0,547498.676807816
213.88324478942124,4.0,2.0,2.0,2019.0,Zona Leste,1.0,968147.9739027991
120.4214305582085,1.0,2.0,2.0,2020.0,Zona Oeste,1.0,447436.6221696285
177.3548690585019,4.0,3.0,2.0,1921.0,Zona Norte,1.0,748410.1329802005
139.89036737830529,1.0,1.0,2.0,1981.0,Zona Norte,1.0,511529.62778705417
139.11593983863898,2.0,3.0,2.0,1915.0,Zona Leste,1.0,522649.9057559166
204.9388425993595,2.0,3.0,1.0,1999.0,Zona Oeste,2.0,784730.0249878422
191.27081744940148,1.0,3.0,1.0,2015.0,Zona Sul,3.0,820186.3834207852
190.67548180003192,2.0,1.0,2.0,1912.0,Zona Sul,1.0,694358.5578509411
215.27394035771647,3.0,3.0,1.0,2019.0,Zona Oeste,0.0,949374.7903317867
151.05019208163796,3.0,1.0,1.0,1936.0,Zona Oeste,3.0,641470.8744490516
184.0976485647482,4.0,3.0,2.0,1951.0,Zona Norte,2.0,782847.8343434959
134.4866621703272,3.0,3.0,2.0,,Zona Leste,1.0,599284.3127108432
166.2083176244221,3.0,1.0,1.0,1982.0,Zona Leste,0.0,727365.5757538984
143.49284728161578,5.0,2.0,1.0,2013.0,Zona Norte,2.0,721901.1139740747
154.8497982496359,5.0,3.0,2.0,1983.0,Centro,3.0,802263.647348893
